symbol,symbol_era_id,historical_identity_status,historical_issuer_name,historical_event_type,historical_event_date,historical_successor,source_url,source_note
EFII,EFII#001,manual_verified_historical_identity,ELECTRONICS FOR IMAGING INC,merger_or_acquisition_lead,2019-07-23,,https://www.sec.gov/Archives/edgar/data/867374/000119312519200006/d780278d8k.htm,"SEC triage medium_confidence_lead score=90; deal_form; inside_symbol_era; no_entity_match; form=DEFM14A. Verify issuer, CIK, event, successor, and final delisting/closing before changing research_status to verified. Terminal follow-up evidence: form=8-K; filed_at=2019-07-23; terminal_date=2019-07-23; days_to_original_last=0; bucket=terminal_text_verified_ready; flags=actual_terminal_language|completion_language|delisting_language|event_language|issuer_name_match|symbol_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language."
LHO,LHO#001,manual_verified_historical_identity,LaSalle Hotel Properties,merger_or_acquisition_lead,2018-11-30,,https://www.sec.gov/Archives/edgar/data/1053532/000105353218000090/lho8-kxdecember32018.htm,"SEC triage medium_confidence_lead score=99; deal_form; inside_symbol_era; no_entity_match; form=425. Verify issuer, CIK, event, successor, and final delisting/closing before changing research_status to verified. Terminal follow-up evidence: form=8-K; filed_at=2018-12-04; terminal_date=2018-11-30; days_to_original_last=0; bucket=terminal_text_verified_ready; flags=actual_terminal_language|completion_language|event_language|issuer_name_match|symbol_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language."
MXWL,MXWL#001,manual_verified_historical_identity,MAXWELL TECHNOLOGIES INC,merger_or_acquisition_lead,2019-05-16,,https://www.sec.gov/Archives/edgar/data/319815/000031981519000056/mwxl0516198kclosing.htm,"SEC triage medium_confidence_lead score=90; deal_form; inside_symbol_era; no_entity_match; form=425. Verify issuer, CIK, event, successor, and final delisting/closing before changing research_status to verified. Terminal follow-up evidence: form=8-K; filed_at=2019-05-16; terminal_date=2019-05-16; days_to_original_last=0; bucket=terminal_text_verified_ready; flags=actual_terminal_language|completion_language|delisting_language|event_language|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language."
CRHM,CRHM#001,manual_verified_historical_identity,CRH Medical Corp,merger_or_acquisition_lead,2021-05-04,,https://www.sec.gov/Archives/edgar/data/1461119/000119312521137100/d113773d8k.htm,"SEC triage medium_confidence_lead score=90; deal_form; inside_symbol_era; no_entity_match; form=PREM14A. Verify issuer, CIK, event, successor, and final delisting/closing before changing research_status to verified. Terminal follow-up evidence: form=8-K; filed_at=2021-04-28; terminal_date=2021-05-04; days_to_original_last=-12; bucket=terminal_text_verified_ready; flags=actual_terminal_language|completion_language|delisting_language|event_language|issuer_name_match|symbol_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language."
GNRT,GNRT#001,manual_verified_historical_identity,"Gener8 Maritime, Inc.",merger_or_acquisition_lead,2018-06-12,,https://www.sec.gov/Archives/edgar/data/1443799/000110465918039613/a18-15187_28k.htm,"SEC triage medium_confidence_lead score=90; deal_form; inside_symbol_era; no_entity_match; form=425. Verify issuer, CIK, event, successor, and final delisting/closing before changing research_status to verified. Terminal follow-up evidence: form=8-K; filed_at=2018-06-12; terminal_date=2018-06-12; days_to_original_last=0; bucket=terminal_text_verified_ready; flags=actual_terminal_language|completion_language|event_language|issuer_name_match|symbol_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language."
WAAS,WAAS#001,manual_verified_historical_identity,AquaVenture Holdings Ltd,merger_or_acquisition_lead,2020-03-30,,https://www.sec.gov/Archives/edgar/data/1422841/000110465920040378/tm2014094-1_8k.htm,"SEC triage medium_confidence_lead score=90; deal_form; inside_symbol_era; no_entity_match; form=PREM14A. Verify issuer, CIK, event, successor, and final delisting/closing before changing research_status to verified. Terminal follow-up evidence: form=8-K; filed_at=2020-03-30; terminal_date=2020-03-30; days_to_original_last=0; bucket=terminal_text_verified_ready; flags=actual_terminal_language|completion_language|event_language|issuer_name_match|symbol_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language."
CVET,CVET#001,manual_verified_historical_identity,"COVETRUS, INC.",going_private_lead,2022-10-13,,https://www.sec.gov/Archives/edgar/data/1752836/000119312522261932/d335086d8k.htm,"SEC triage medium_confidence_lead score=98; deal_form; inside_symbol_era; no_entity_match; form=SC 13E3/A. Verify issuer, CIK, event, successor, and final delisting/closing before changing research_status to verified. Terminal follow-up evidence: form=8-K; filed_at=2022-10-13; terminal_date=2022-10-13; days_to_original_last=0; bucket=terminal_text_verified_ready; flags=actual_terminal_language|completion_language|delisting_language|event_language|going_private_form|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language."
MEP,MEP#001,manual_verified_historical_identity,"Midcoast Energy Partners, L.P.",going_private_lead,2017-04-27,,https://www.sec.gov/Archives/edgar/data/1578685/000114420417022814/v465416_8k.htm,"SEC triage medium_confidence_lead score=95; deal_form; inside_symbol_era; no_entity_match; form=SC 13E3. Verify issuer, CIK, event, successor, and final delisting/closing before changing research_status to verified. Terminal follow-up evidence: form=8-K; filed_at=2017-04-28; terminal_date=2017-04-27; days_to_original_last=-1; bucket=terminal_text_verified_ready; flags=actual_terminal_language|completion_language|delisting_language|event_language|going_private_form|issuer_name_match|symbol_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language."
MULN,MULN#001,manual_verified_historical_identity,MULLEN AUTOMOTIVE INC.,merger_or_acquisition_lead,2025-07-22,,https://www.sec.gov/Archives/edgar/data/1499961/000182912625005816/bollingerinnovations_8k.htm,"SEC triage medium_confidence_lead score=85; review_form; inside_symbol_era; symbol_token_in_entity; form=DEF 14A. Verify issuer, CIK, event, successor, and final delisting/closing before changing research_status to verified. Terminal follow-up evidence: form=8-K; filed_at=2025-08-05; terminal_date=2025-07-22; days_to_original_last=3; bucket=terminal_text_verified_ready; flags=actual_terminal_language|completion_language|delisting_language|direct_ticker_evidence|event_language|issuer_name_match|symbol_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language."
UAM,UAM#001,manual_verified_historical_identity,UNIVERSAL AMERICAN CORP.,merger_or_acquisition_lead,2017-04-28,,https://www.sec.gov/Archives/edgar/data/1514128/000095014217000879/eh1700562_8k.htm,"SEC triage medium_confidence_lead score=100; deal_form; inside_symbol_era; no_entity_match; form=DEFM14A. Verify issuer, CIK, event, successor, and final delisting/closing before changing research_status to verified. Terminal follow-up evidence: form=8-K; filed_at=2017-04-28; terminal_date=2017-04-28; days_to_original_last=-1; bucket=terminal_text_verified_ready; flags=actual_terminal_language|completion_language|delisting_language|event_language|issuer_name_match|symbol_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language."
ASTR,ASTR#001,manual_verified_historical_identity,"Astra Space, Inc.",going_private_lead,2024-07-18,,https://www.sec.gov/Archives/edgar/data/1814329/000119312524180782/d833105d8k.htm,"SEC triage high_confidence_lead score=105; deal_form; inside_symbol_era; query_alias_in_entity; form=SC 13E3/A. Verify issuer, CIK, event, successor, and final delisting/closing before changing research_status to verified. Terminal follow-up evidence: form=8-K; filed_at=2024-07-18; terminal_date=2024-07-18; days_to_original_last=0; bucket=terminal_text_verified_ready; flags=actual_terminal_language|completion_language|delisting_language|event_language|going_private_form|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language."
NXU,NXU#002,manual_verified_historical_identity,"Nxu, Inc.",merger_or_acquisition_lead,2025-04-01,,https://www.sec.gov/Archives/edgar/data/1722969/000121465925005535/i442518k.htm,"SEC triage high_confidence_lead score=118; deal_form; inside_symbol_era; symbol_token_in_entity; form=425. Verify issuer, CIK, event, successor, and final delisting/closing before changing research_status to verified. Terminal follow-up evidence: form=8-K; filed_at=2025-04-07; terminal_date=2025-04-01; days_to_original_last=8; bucket=terminal_text_verified_ready; flags=actual_terminal_language|completion_language|delisting_language|direct_ticker_evidence|event_language|symbol_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language."
RPHM,RPHM#001,manual_verified_historical_identity,"Reneo Pharmaceuticals, Inc.",merger_or_acquisition_lead,2024-10-04,,https://www.sec.gov/Archives/edgar/data/1637715/000119312524234487/d836681d8k.htm,"SEC triage high_confidence_lead score=118; deal_form; inside_symbol_era; symbol_token_in_entity; form=425. Verify issuer, CIK, event, successor, and final delisting/closing before changing research_status to verified. Terminal follow-up evidence: form=8-K; filed_at=2024-10-08; terminal_date=2024-10-04; days_to_original_last=0; bucket=terminal_text_verified_ready; flags=actual_terminal_language|completion_language|direct_ticker_evidence|event_language|issuer_name_match|symbol_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language."
SCU,SCU#001,manual_verified_historical_identity,"Sculptor Capital Management, Inc.",merger_or_acquisition_lead,2023-11-17,,https://www.sec.gov/Archives/edgar/data/1403256/000114036123053771/ny20014865x1_8k.htm,"SEC triage high_confidence_lead score=105; deal_form; inside_symbol_era; query_alias_in_entity; form=PREM14A. Verify issuer, CIK, event, successor, and final delisting/closing before changing research_status to verified. Terminal follow-up evidence: form=8-K; filed_at=2023-11-17; terminal_date=2023-11-17; days_to_original_last=0; bucket=terminal_text_verified_ready; flags=actual_terminal_language|completion_language|event_language|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language."
BXG,BXG#001,manual_verified_historical_identity,Bluegreen Vacations Holding Corp,merger_or_acquisition_lead,2021-05-05,,https://www.sec.gov/Archives/edgar/data/315858/000031585821000025/bvh-20210505x8k.htm,"SEC triage medium_confidence_lead score=90; deal_form; inside_symbol_era; no_entity_match; form=S-4. Verify issuer, CIK, event, successor, and final delisting/closing before changing research_status to verified. Terminal follow-up evidence: form=8-K; filed_at=2021-05-05; terminal_date=2021-05-05; days_to_original_last=1; bucket=terminal_text_verified_ready; flags=actual_terminal_language|completion_language|delisting_language|event_language|issuer_name_match|symbol_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language."
CPTN,CPTN#001,manual_verified_historical_identity,"Cepton, Inc.",going_private_lead,2025-01-07,,https://www.sec.gov/Archives/edgar/data/1498233/000121390025001480/ea0226936-8k_cepton.htm,"SEC triage high_confidence_lead score=118; deal_form; inside_symbol_era; symbol_token_in_entity; form=SC 13E3/A. Verify issuer, CIK, event, successor, and final delisting/closing before changing research_status to verified. Terminal follow-up evidence: form=8-K; filed_at=2025-01-07; terminal_date=2025-01-07; days_to_original_last=0; bucket=terminal_text_verified_ready; flags=actual_terminal_language|completion_language|delisting_language|direct_ticker_evidence|event_language|going_private_form|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language."
ESGRP,ESGRP#001,manual_verified_historical_identity,Enstar Group LTD,going_private_lead,2025-07-02,,https://www.sec.gov/Archives/edgar/data/1363829/000110465925065337/tm2519642d2_8k.htm,"SEC triage high_confidence_lead score=110; deal_form; inside_symbol_era; symbol_token_in_entity; form=SC 13E3/A. Verify issuer, CIK, event, successor, and final delisting/closing before changing research_status to verified. Terminal follow-up evidence: form=8-K; filed_at=2025-07-02; terminal_date=2025-07-02; days_to_original_last=9; bucket=terminal_text_verified_ready; flags=actual_terminal_language|completion_language|direct_ticker_evidence|event_language|going_private_form|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language."
